"text","positive","negative"
"The Palm pre doesn`t record video","0","0"
"Ok so I`m **** hungry....!  I`m fat I know..I know..! Aha","0","1"
" Floor mopping sounds unappealing","0","1"
"omg i was so nervous last block. i had my speech and i almost puked. it was horrible.... i bet i got a bad grade on it....","0","1"
"my computer at work is not working...booo... need a new one!  TGIF!","0","0"
"White House?  This thing`s a lifesaver: http://snipurl.com/hkuj9","1","0"
" Unless that invite comes with a beta key I`m not going to be much help...","0","1"
" would like to swap...i`m sitting with 3 grumpies","1","0"
" me too  chrome`s popup blocker is better","0","0"
" Content content content .... gah! Story of my life right now - thx for reminding me. That`s what I should be doing v. Tweeting","1","0"
"I dnt get to go play lasertag w/ my besties!     *old me`s dead and gone*","0","1"
"  Happy Mother`s Day to both of yall.  from me and my boys...","1","0"
"The only thing about preparing 5 sermons in one week is just when you think you are done...you have to prepare the powerpoint slides","0","0"
"  thanks  you`ve been quiet lately!","1","0"
"  haha soooo party tonight???","0","0"
"head hurts and I feel sick  and I have to go to work tomorrow","0","1"
" I do too!! Sounds interesting","1","0"
"just woke up...dont want to go into work at 4","0","1"
"Has a bad headache","0","1"
" I want to be at ","0","0"
"Artwork at 3AM. Gotta get this portfolio done for MECA by wednesday. Meeting with milonzzi to review it then.","0","0"
"whoohoo! just went to get movies and junk food  its a womens night mwahaha >","1","0"
"_achillies  Thanks! And yay for being in my guild!","1","0"
"Oh. Seems the playable Joker PS3 exclusivity on Arkham Asylum is much bigger than thought.","0","0"
"Is anyone else having a bad Friday? Is not a fun day today.","0","1"
"Watching Dr. Horrible with .  don`t be mad!","0","0"
"I`m really full. Had a HUGE breakfast.","0","0"
" i can`t wait to hear your new album. i`m sure will be amazing.please just replay to me  i love you so much!!!!","1","0"
"work suckd.. another closing nite with 30 dollars pockeded..  i need a new job","0","1"
"im still waitin for my girl to come home...i wanna go shopping","0","0"
"back to school! feels like its gonna be a great day","1","0"
" Lindsay we are your spanish fansite and we love you www.ultimatelohan.org please reply us  I wish you a good flight <3","1","0"
"Is getting more and more excited about thorpe park tomorrow","1","0"
"#com125: we have a quiz! again .. Feliza is bugging us again  its getting very annoying!","0","1"
"computer.. please stop being so loud so i can do my work","0","1"
"Home from a day of pampering with mom & dinner with family. Am currently snuggied up on the couch with a glass of wine & a new book. Ahhh","1","0"
"Layin n bed with a headache  ughhhh...waitin on your call...","0","1"
"i am going to be staring at hello kitty`s face at 3-9","0","0"
" Oh THOSE messages. Probably not","0","0"
"Mondays best excited about the week!!","1","0"
"What a beautiful day! Hangin with the guys Graham and Josiah  lol waiting for the others. If you wanna stop by come on over ;) with food","1","0"
"Good morning my sexy twitter how`s yall doing??? I`m gd but it`s like 7:49am n I still wanna sleep","0","0"
" garcia bend- learned that lesson last night! I thought i was gonna throw up! Got our tix for fashion show at end of mo.","0","0"
"gotta go twitterers (?) my stupid sister wants to go on facebook  oging to montreal 2morrow so i wont be on for a while! bye!! XoXox <33","0","1"
" Haha! Thanks! It`s the inane grin from grading. Some students have been really fascinating this semester","1","0"
" My stay was great! BUT my mother gave me the cold/flu before I left and I still have a cough...","0","0"
" Aww just read your tweet. I`m not sure about later either (work too)  feel it for us","1","0"
"Holy cheese sending things to the motherland is muy caro","0","0"
"So the movie was 3-D and really gooood","1","0"
" Jared`s wearing a green shirt? *SPARKLY EYES* YEE!! I hear #asylm is highly disorganized  hang in there!","0","0"
"that little girl still holding her phone while tears are pouring out of her eyes","0","0"
"HAPPY MOTHERS DAY  ASAP EVERYDAY!!!","1","0"
" I have no Minstrels   I might have to grab some from the petrol station before I head back to work.  They are delicious!","1","0"
"is bored at work","0","1"
"_twist86 **** is picking up!","1","0"
"Happy Mothers Day  All my love","1","0"
" Yes for sure ! its all that i would eat !!","0","0"
"Feeling considerably better after 13 hours sleep  still not right though...","1","0"
"wishes her love was coming home","1","0"
"I do NOT feel good today","0","1"
"OK guess I need to do actual work now.  How long until 5 pm? Oh no. I may have to ditch early.","0","1"
"Bank holiday = rain. Superb. But a great excuse not to start gardening in the jungle at the back of our house. Eating it is then...","1","0"
"To Lisa: Yes I know who ur talking about and yes he is an ****. Dont let him get to ya...you have a great thing going with this chris","0","1"
" I miss you already. All the sad faces you texted me were seriously gonna make me cry.","0","1"
" Thabks! This made me feel very special!","1","0"
" yep. gotta go  man! i`ll ttyl . . . eventually . . . sometime . . . in the future . . . hopefully . . . soon. ~ ~ ~","1","0"
"mayb he was raped when he was younger","0","0"
"My palms are itchy. Doesn`t that mean something about coming into a great deal of money?","1","0"
"_xD What I TRIED to say was `it seems like the people of Facebook don`t agree`... I guess I fail  -cries-","0","1"
" Hello my friend...you found me on GBW? How are you doing? Glad to see you twitter but I have to learn German","1","0"
"done with the dentist until November","0","0"
" I doubt I`ll get one to be honest","1","0"
"Wow.. TAGers ROCK!!!  Awesome performance","1","0"
"mhmm idk i thought of just showing up and freaking ppl out hehe...but yeah i TOTALLY understand if it is just for u guys  VN sounds cool!!","1","0"
"On my way to lake geneva and I miss my laura","0","1"
" awwwww snaaaap Jimmaaayy.  You are the man with hookups.  Too bad I`m so far away!!","0","1"
"_KittyKat That`s very nice of him.","1","0"
"Just been asked to sing yet again....aha. coffee mornin this time. psychology past questions&revision suck!","0","1"
" I would but its like 1800 or 1000+ miles  gas prices are crazy im doing alpine next summer most def","0","1"
"Is about to see Adriana off for a month","0","0"
"i do indeed have tonsillitis. the only good thing: ive been advised to eat lots of ice cream. [but no solid foods  & im bed ridden.]","0","0"
"IT DIDN`T WORK","0","1"
"its raining!! gng for rain dance","0","0"
"wonder what white supremists have to say about this  I abhor racists. http://bit.ly/Rd31F","0","1"
" meeting the boy?","0","0"
"_tv I hope Shatner didnï¿½t address that message to philosophers. Weï¿½re doomed if they stopped thinking","0","1"
"Hiiiiii! I texted u the other day and u didn`t respond  what`s up with that?!","0","1"
"_Duerden JealousMUCH..I want to be outttt  Not stuck in revising. You better have green dragon in my honour lol","0","0"
" ...as well as bell hooks Teaching to Transgress.  Sometimes I miss teaching & messing with bad system.","0","1"
"Happy Mothers Day to all the Mommies!","1","0"
"_CLP i heard 88db is better for mixing down...especially  if you use 808 sounds","0","0"
"Teaching people the beauty of twitter","1","0"
"Follow  cause she really shop there!!! Even though she don`t be showin love no more","0","1"
"Happy Baby Mommas Day!!  to all the>> MOMMAS<< on Twitterville","1","0"
" You bet!...I`ll be there in spirit (I`m in the UK really LOL) Like the pic BTW ****  x","1","0"
"is sad that today is her last day in san diego","0","1"
"still eatin lunch.....n readin comments about last nite....da best comment i receive was 'You really brought Anne to life!'","1","0"
"Ratings Army Wives  teary; Criminal Minds Yikes! Criminal Intent takes all sorts. real life news  horrifying ok me for bed nite all","0","1"
" good luck tomorrow","1","0"
" Woo hoo - we have that recipe","0","0"
" irregularly. And Im (half-assedly) working on an essay. by saying half-assedly I really mean not at all. Words not even open","0","0"
"Star Warz day? Really..that is a hot topic? Man..oh man.. I`m just waiting for Star Trek!","0","1"
"workin.. still lol i wanted to go to the spring game","0","0"
"More homework.","0","0"
"watching americas next top model yah haha","1","0"
"That`s the Birthday Boy`s iPod Touch and DSi set-up and sorted. Just to think I would have been happy with a ball + boots at that age!","1","0"
"kinda done trying. ugh. oh well it was worth the effort.   long day tomorrow. night tweeters!","0","0"
"Funerals are no bueno","0","0"
" Well I am on the RIGHT side of thirty","0","0"
"I think I might have to break down and purchase some from the US just because I donot know what to call it over here","0","0"
" tom do u have plans to germany?  answer this for ur germany fas","0","0"
"Ah! Haha Omg  we have no more fudge grahmcracker cookies! Boo","0","0"
" hahahaha. Nahh sowwieee.  I had to git a shirt to match dez sneakerz nd idk if they da same color. Aghhh =O lol","0","0"
" saying goodbye to something familiar never becomes familiar","0","1"
"Sunburned on my face & legs. Fixing to be my arms tooo.","0","1"
"gnite  Fukn Nite * wanted sum {pinga} but couldn`t get any","0","0"
" .. IN SWEATERS","0","0"
" wow that is a great list... Now i need to shop","1","0"
" LOL - Birmingham was my 1st love... but it`s time to move on! ;) Good Morning","1","0"
"wants to hang out with friends SOON!","1","0"
"sees your Steve Coogan and raises you a Dylan Moran.","0","0"
"i like them all i just saw the movie 4.8 i would give it a 5 if Tyler Perry wasn`t in it","0","0"
" because I couldn`t get the money to mikey in time.  trust me. It makes me sad too.","0","1"
"is incredibly worried about Stanley...","0","1"
" just stop talking if ur gonna be that mean","0","1"
"writing the first 'ShowStoppers' entry Just lost an hours work due to server issues","0","1"
" http://bit.ly/Msize  There you go dear  I love her Janelle","1","0"
"Boreedd","0","1"
"it`s ridiculously warm in bed","0","1"
"_Tech_Update Do you know your Nutty Newsire twitterfeed ones are coming through w/o links? I can`t be lazy without the links...LOL","0","0"
"  awwww i have no internet right now....  -drummer boi","0","1"
" So far everybody look good !  1 more momma goat to kid this month!  Hope she has them this week!!","1","0"
"listening to a Del Barrio records release. I think Cmyk music will have competition over minimal techno in madrid land.","0","0"
"trying to work out how to use Twitter!","0","0"
"Cried Like A Fukn Baby Today Durin Da Senior Show...Ima Miss All My Senior Friends","0","1"
"All the people I talk to are GONE","0","0"
" I know  My bro asked if I shaked my fists and now own 6 cats. Will have to make up for last night this weekend when I`m in Philly.","0","0"
"Just spent the evening at a gala for her high school drama company`s 20th anniversary. Lots of memories","1","0"
"  FTR I <3 U and miss U on the team already","0","1"
" not but I went to his page and it made me hungry","0","1"
"wzzzzzzzzzup?! its derrek! we r just starting band practice. Jayk Skylar is leaving for california today. lucky.","1","0"
"Not quite sure what ace of cakes is or are. Gosh I`m tired. Loved bride wars. Fun night.","0","0"
"Salad from krogers...  I was hungry.","0","0"
"_785 yeah now I`m done BUT I have to work all weekend  I`m sooooo bummed about it","0","1"
"waking up at 6 am? yuuup. still going out tonight? you better believe it.","1","0"
"Can`t play World in Conflict because the computer is running too slow","0","1"
" starbuck","0","0"
" ME TOO UGH","0","0"
"Reading and taking notes but undertanding none of it  ... HELP!","0","1"
"Cats: unimpressed by thunderstorm. Dog: wishes  would come home","0","0"
